Country,Country Code,Year,Month,PopulationPerMonth
India,IND,2019,03,1372530492.0
India,IND,2019,04,1373706220.6666667
India,IND,2019,05,1374881949.3333333
India,IND,2019,06,1376057678.0
India,IND,2019,07,1377233406.6666667
India,IND,2019,08,1378409135.3333333
India,IND,2019,09,1379584864.0
India,IND,2019,10,1380760592.6666667
India,IND,2019,11,1381936321.3333333
India,IND,2019,12,1383112050.0
India,IND,2020,02,1385324562.8333333
India,IND,2020,03,1386430819.25
India,IND,2020,04,1387537075.6666667
India,IND,2020,05,1388643332.0833333
India,IND,2020,06,1389749588.5
India,IND,2020,07,1390855844.9166667
India,IND,2020,08,1391962101.3333333
India,IND,2020,09,1393068357.75
India,IND,2020,10,1394174614.1666667
India,IND,2020,11,1395280870.5833333
India,IND,2020,12,1396387127.0
India,IND,2021,02,1398249912.8333333
India,IND,2021,03,1399181305.75
India,IND,2021,04,1400112698.6666667
India,IND,2021,05,1401044091.5833333
India,IND,2021,06,1401975484.5
India,IND,2021,07,1402906877.4166667
India,IND,2021,08,1403838270.3333333
India,IND,2021,09,1404769663.25
India,IND,2021,10,1405701056.1666667
India,IND,2021,11,1406632449.0833333
India,IND,2021,12,1407563842.0
Ireland,IRL,2010,02,4539505.0
Ireland,IRL,2010,03,4541570.0
Ireland,IRL,2010,04,4543635.0
Ireland,IRL,2010,05,4545700.0
Ireland,IRL,2010,06,4547765.0
Ireland,IRL,2010,07,4549830.0
Ireland,IRL,2010,08,4551895.0
Ireland,IRL,2010,09,4553960.0
Ireland,IRL,2010,10,4556025.0
Ireland,IRL,2010,11,4558090.0
Ireland,IRL,2010,12,4560155.0
Ireland,IRL,2011,02,4563476.5
Ireland,IRL,2011,03,4565137.25
Ireland,IRL,2011,04,4566798.0
Ireland,IRL,2011,05,4568458.75
Ireland,IRL,2011,06,4570119.5
Ireland,IRL,2011,07,4571780.25
Ireland,IRL,2011,08,4573441.0
Ireland,IRL,2011,09,4575101.75
Ireland,IRL,2011,10,4576762.5
Ireland,IRL,2011,11,4578423.25
Ireland,IRL,2011,12,4580084.0
Ireland,IRL,2012,02,4583325.5
Ireland,IRL,2012,03,4584946.25
Ireland,IRL,2012,04,4586567.0
Ireland,IRL,2012,05,4588187.75
Ireland,IRL,2012,06,4589808.5
Ireland,IRL,2012,07,4591429.25
Ireland,IRL,2012,08,4593050.0
Ireland,IRL,2012,09,4594670.75
Ireland,IRL,2012,10,4596291.5
Ireland,IRL,2012,11,4597912.25
Ireland,IRL,2012,12,4599533.0
Ireland,IRL,2013,02,4603580.166666667
Ireland,IRL,2013,03,4605603.75
Ireland,IRL,2013,04,4607627.333333333
Ireland,IRL,2013,05,4609650.916666667
Ireland,IRL,2013,06,4611674.5
Ireland,IRL,2013,07,4613698.083333333
Ireland,IRL,2013,08,4615721.666666667
Ireland,IRL,2013,09,4617745.25
Ireland,IRL,2013,10,4619768.833333333
Ireland,IRL,2013,11,4621792.416666667
Ireland,IRL,2013,12,4623816.0
Ireland,IRL,2014,02,4629470.0
Ireland,IRL,2014,03,4632297.0
Ireland,IRL,2014,04,4635124.0
Ireland,IRL,2014,05,4637951.0
Ireland,IRL,2014,06,4640778.0
Ireland,IRL,2014,07,4643605.0
Ireland,IRL,2014,08,4646432.0
Ireland,IRL,2014,09,4649259.0
Ireland,IRL,2014,10,4652086.0
Ireland,IRL,2014,11,4654913.0
Ireland,IRL,2014,12,4657740.0
Ireland,IRL,2015,02,4665109.5
Ireland,IRL,2015,03,4668794.25
Ireland,IRL,2015,04,4672479.0
Ireland,IRL,2015,05,4676163.75
Ireland,IRL,2015,06,4679848.5
Ireland,IRL,2015,07,4683533.25
Ireland,IRL,2015,08,4687218.0
Ireland,IRL,2015,09,4690902.75
Ireland,IRL,2015,10,4694587.5
Ireland,IRL,2015,11,4698272.25
Ireland,IRL,2015,12,4701957.0
Ireland,IRL,2016,02,4710853.333333333
Ireland,IRL,2016,03,4715301.5
Ireland,IRL,2016,04,4719749.666666667
Ireland,IRL,2016,05,4724197.833333333
Ireland,IRL,2016,06,4728646.0
Ireland,IRL,2016,07,4733094.166666667
Ireland,IRL,2016,08,4737542.333333333
Ireland,IRL,2016,09,4741990.5
Ireland,IRL,2016,10,4746438.666666667
Ireland,IRL,2016,11,4750886.833333333
Ireland,IRL,2016,12,4755335.0
Ireland,IRL,2017,02,4764010.5
Ireland,IRL,2017,03,4768348.25
Ireland,IRL,2017,04,4772686.0
Ireland,IRL,2017,05,4777023.75
Ireland,IRL,2017,06,4781361.5
Ireland,IRL,2017,07,4785699.25
Ireland,IRL,2017,08,4790037.0
Ireland,IRL,2017,09,4794374.75
Ireland,IRL,2017,10,4798712.5
Ireland,IRL,2017,11,4803050.25
Ireland,IRL,2017,12,4807388.0
Ireland,IRL,2018,02,4817376.0
Ireland,IRL,2018,03,4822370.0
Ireland,IRL,2018,04,4827364.0
Ireland,IRL,2018,05,4832358.0
Ireland,IRL,2018,06,4837352.0
Ireland,IRL,2018,07,4842346.0
Ireland,IRL,2018,08,4847340.0
Ireland,IRL,2018,09,4852334.0
Ireland,IRL,2018,10,4857328.0
Ireland,IRL,2018,11,4862322.0
Ireland,IRL,2018,12,4867316.0
Ireland,IRL,2019,02,4878486.666666667
Ireland,IRL,2019,03,4884072.0
Ireland,IRL,2019,04,4889657.333333333
Ireland,IRL,2019,05,4895242.666666667
Ireland,IRL,2019,06,4900828.0
Ireland,IRL,2019,07,4906413.333333333
Ireland,IRL,2019,08,4911998.666666667
Ireland,IRL,2019,09,4917584.0
Ireland,IRL,2019,10,4923169.333333333
Ireland,IRL,2019,11,4928754.666666667
Ireland,IRL,2019,12,4934340.0
Ireland,IRL,2020,02,4942847.0
Ireland,IRL,2020,03,4947100.5
Ireland,IRL,2020,04,4951354.0
Ireland,IRL,2020,05,4955607.5
Ireland,IRL,2020,06,4959861.0
Ireland,IRL,2020,07,4964114.5
Ireland,IRL,2020,08,4968368.0
Ireland,IRL,2020,09,4972621.5
Ireland,IRL,2020,10,4976875.0
Ireland,IRL,2020,11,4981128.5
Ireland,IRL,2020,12,4985382.0
Ireland,IRL,2021,02,4993345.833333333
Ireland,IRL,2021,03,4997327.75
Ireland,IRL,2021,04,5001309.666666667
Ireland,IRL,2021,05,5005291.583333333
Ireland,IRL,2021,06,5009273.5
Ireland,IRL,2021,07,5013255.416666667
Ireland,IRL,2021,08,5017237.333333333
Ireland,IRL,2021,09,5021219.25
Ireland,IRL,2021,10,5025201.166666667
Ireland,IRL,2021,11,5029183.083333333
Ireland,IRL,2021,12,5033165.0
Italy,ITA,2010,02,59125707.0
Italy,ITA,2010,03,59140878.0
Italy,ITA,2010,04,59156049.0
Italy,ITA,2010,05,59171220.0
Italy,ITA,2010,06,59186391.0
Italy,ITA,2010,07,59201562.0
Italy,ITA,2010,08,59216733.0
Italy,ITA,2010,09,59231904.0
Italy,ITA,2010,10,59247075.0
Italy,ITA,2010,11,59262246.0
Italy,ITA,2010,12,59277417.0
Italy,ITA,2011,02,59294422.333333336
Italy,ITA,2011,03,59302925.0
Italy,ITA,2011,04,59311427.666666664
Italy,ITA,2011,05,59319930.333333336
Italy,ITA,2011,06,59328433.0
Italy,ITA,2011,07,59336935.666666664
Italy,ITA,2011,08,59345438.333333336
Italy,ITA,2011,09,59353941.0
Italy,ITA,2011,10,59362443.666666664
Italy,ITA,2011,11,59370946.333333336
Italy,ITA,2011,12,59379449.0
Italy,ITA,2012,02,59406160.333333336
Italy,ITA,2012,03,59419516.0
Italy,ITA,2012,04,59432871.666666664
Italy,ITA,2012,05,59446227.333333336
Italy,ITA,2012,06,59459583.0
Italy,ITA,2012,07,59472938.666666664
Italy,ITA,2012,08,59486294.333333336
Italy,ITA,2012,09,59499650.0
Italy,ITA,2012,10,59513005.666666664
Italy,ITA,2012,11,59526361.333333336
Italy,ITA,2012,12,59539717.0
Italy,ITA,2013,02,59655422.166666664
Italy,ITA,2013,03,59713274.75
Italy,ITA,2013,04,59771127.333333336
Italy,ITA,2013,05,59828979.916666664
Italy,ITA,2013,06,59886832.5
Italy,ITA,2013,07,59944685.083333336
Italy,ITA,2013,08,60002537.666666664
Italy,ITA,2013,09,60060390.25
Italy,ITA,2013,10,60118242.833333336
Italy,ITA,2013,11,60176095.416666664
Italy,ITA,2013,12,60233948.0
Italy,ITA,2014,02,60326480.0
Italy,ITA,2014,03,60372746.0
Italy,ITA,2014,04,60419012.0
Italy,ITA,2014,05,60465278.0
Italy,ITA,2014,06,60511544.0
Italy,ITA,2014,07,60557810.0
Italy,ITA,2014,08,60604076.0
Italy,ITA,2014,09,60650342.0
Italy,ITA,2014,10,60696608.0
Italy,ITA,2014,11,60742874.0
Italy,ITA,2014,12,60789140.0
Italy,ITA,2015,02,60779380.333333336
Italy,ITA,2015,03,60774500.5
Italy,ITA,2015,04,60769620.666666664
Italy,ITA,2015,05,60764740.833333336
Italy,ITA,2015,06,60759861.0
Italy,ITA,2015,07,60754981.166666664
Italy,ITA,2015,08,60750101.333333336
Italy,ITA,2015,09,60745221.5
Italy,ITA,2015,10,60740341.666666664
Italy,ITA,2015,11,60735461.833333336
Italy,ITA,2015,12,60730582.0
Italy,ITA,2016,02,60713401.333333336
Italy,ITA,2016,03,60704811.0
Italy,ITA,2016,04,60696220.666666664
Italy,ITA,2016,05,60687630.333333336
Italy,ITA,2016,06,60679040.0
Italy,ITA,2016,07,60670449.666666664
Italy,ITA,2016,08,60661859.333333336
Italy,ITA,2016,09,60653269.0
Italy,ITA,2016,10,60644678.666666664
Italy,ITA,2016,11,60636088.333333336
Italy,ITA,2016,12,60627498.0
Italy,ITA,2017,02,60612366.5
Italy,ITA,2017,03,60604800.75
Italy,ITA,2017,04,60597235.0
Italy,ITA,2017,05,60589669.25
Italy,ITA,2017,06,60582103.5
Italy,ITA,2017,07,60574537.75
Italy,ITA,2017,08,60566972.0
Italy,ITA,2017,09,60559406.25
Italy,ITA,2017,10,60551840.5
Italy,ITA,2017,11,60544274.75
Italy,ITA,2017,12,60536709.0
Italy,ITA,2018,02,60517550.833333336
Italy,ITA,2018,03,60507971.75
Italy,ITA,2018,04,60498392.666666664
Italy,ITA,2018,05,60488813.583333336
Italy,ITA,2018,06,60479234.5
Italy,ITA,2018,07,60469655.416666664
Italy,ITA,2018,08,60460076.333333336
Italy,ITA,2018,09,60450497.25
Italy,ITA,2018,10,60440918.166666664
Italy,ITA,2018,11,60431339.083333336
Italy,ITA,2018,12,60421760.0
Italy,ITA,2019,02,60306313.5
Italy,ITA,2019,03,60248590.25
Italy,ITA,2019,04,60190867.0
Italy,ITA,2019,05,60133143.75
Italy,ITA,2019,06,60075420.5
Italy,ITA,2019,07,60017697.25
Italy,ITA,2019,08,59959974.0
Italy,ITA,2019,09,59902250.75
Italy,ITA,2019,10,59844527.5
Italy,ITA,2019,11,59786804.25
Italy,ITA,2019,12,59729081.0
Italy,ITA,2020,02,59680709.333333336
Italy,ITA,2020,03,59656523.5
Italy,ITA,2020,04,59632337.666666664
Italy,ITA,2020,05,59608151.833333336
Italy,ITA,2020,06,59583966.0
Italy,ITA,2020,07,59559780.166666664
Italy,ITA,2020,08,59535594.333333336
Italy,ITA,2020,09,59511408.5
Italy,ITA,2020,10,59487222.666666664
Italy,ITA,2020,11,59463036.833333336
Italy,ITA,2020,12,59438851.0
Italy,ITA,2021,02,59383987.166666664
Italy,ITA,2021,03,59356555.25
Italy,ITA,2021,04,59329123.333333336
Italy,ITA,2021,05,59301691.416666664
Italy,ITA,2021,06,59274259.5
Italy,ITA,2021,07,59246827.583333336
Italy,ITA,2021,08,59219395.666666664
Italy,ITA,2021,09,59191963.75
Italy,ITA,2021,10,59164531.833333336
Italy,ITA,2021,11,59137099.916666664
Italy,ITA,2021,12,59109668.0
Japan,JPN,2010,02,128050833.33333333
Japan,JPN,2010,03,128052750.0
Japan,JPN,2010,04,128054666.66666667
Japan,JPN,2010,05,128056583.33333333
Japan,JPN,2010,06,128058500.0
Japan,JPN,2010,07,128060416.66666667
Japan,JPN,2010,08,128062333.33333333
Japan,JPN,2010,09,128064250.0
Japan,JPN,2010,10,128066166.66666667
Japan,JPN,2010,11,128068083.33333333
Japan,JPN,2010,12,128070000.0
Japan,JPN,2011,02,128030500.0
Japan,JPN,2011,03,128010750.0
Japan,JPN,2011,04,127991000.0
Japan,JPN,2011,05,127971250.0
Japan,JPN,2011,06,127951500.0
Japan,JPN,2011,07,127931750.0
Japan,JPN,2011,08,127912000.0
Japan,JPN,2011,09,127892250.0
Japan,JPN,2011,10,127872500.0
Japan,JPN,2011,11,127852750.0
Japan,JPN,2011,12,127833000.0
Japan,JPN,2012,02,127799000.0
Japan,JPN,2012,03,127782000.0
Japan,JPN,2012,04,127765000.0
Japan,JPN,2012,05,127748000.0
Japan,JPN,2012,06,127731000.0
Japan,JPN,2012,07,127714000.0
Japan,JPN,2012,08,127697000.0
Japan,JPN,2012,09,127680000.0
Japan,JPN,2012,10,127663000.0
Japan,JPN,2012,11,127646000.0
Japan,JPN,2012,12,127629000.0
Japan,JPN,2013,02,127598333.33333333
Japan,JPN,2013,03,127583000.0
Japan,JPN,2013,04,127567666.66666667
Japan,JPN,2013,05,127552333.33333333
Japan,JPN,2013,06,127537000.0
Japan,JPN,2013,07,127521666.66666667
Japan,JPN,2013,08,127506333.33333333
Japan,JPN,2013,09,127491000.0
Japan,JPN,2013,10,127475666.66666667
Japan,JPN,2013,11,127460333.33333333
Japan,JPN,2013,12,127445000.0
Japan,JPN,2014,02,127416833.33333333
Japan,JPN,2014,03,127402750.0
Japan,JPN,2014,04,127388666.66666667
Japan,JPN,2014,05,127374583.33333333
Japan,JPN,2014,06,127360500.0
Japan,JPN,2014,07,127346416.66666667
Japan,JPN,2014,08,127332333.33333333
Japan,JPN,2014,09,127318250.0
Japan,JPN,2014,10,127304166.66666667
Japan,JPN,2014,11,127290083.33333333
Japan,JPN,2014,12,127276000.0
Japan,JPN,2015,02,127253500.0
Japan,JPN,2015,03,127242250.0
Japan,JPN,2015,04,127231000.0
Japan,JPN,2015,05,127219750.0
Japan,JPN,2015,06,127208500.0
Japan,JPN,2015,07,127197250.0
Japan,JPN,2015,08,127186000.0
Japan,JPN,2015,09,127174750.0
Japan,JPN,2015,10,127163500.0
Japan,JPN,2015,11,127152250.0
Japan,JPN,2015,12,127141000.0
Japan,JPN,2016,02,127130166.66666667
Japan,JPN,2016,03,127124750.0
Japan,JPN,2016,04,127119333.33333333
Japan,JPN,2016,05,127113916.66666667
Japan,JPN,2016,06,127108500.0
Japan,JPN,2016,07,127103083.33333333
Japan,JPN,2016,08,127097666.66666667
Japan,JPN,2016,09,127092250.0
Japan,JPN,2016,10,127086833.33333333
Japan,JPN,2016,11,127081416.66666667
Japan,JPN,2016,12,127076000.0
Japan,JPN,2017,02,127058666.66666667
Japan,JPN,2017,03,127050000.0
Japan,JPN,2017,04,127041333.33333333
Japan,JPN,2017,05,127032666.66666667
Japan,JPN,2017,06,127024000.0
Japan,JPN,2017,07,127015333.33333333
Japan,JPN,2017,08,127006666.66666667
Japan,JPN,2017,09,126998000.0
Japan,JPN,2017,10,126989333.33333333
Japan,JPN,2017,11,126980666.66666667
Japan,JPN,2017,12,126972000.0
Japan,JPN,2018,02,126945166.66666667
Japan,JPN,2018,03,126931750.0
Japan,JPN,2018,04,126918333.33333333
Japan,JPN,2018,05,126904916.66666667
Japan,JPN,2018,06,126891500.0
Japan,JPN,2018,07,126878083.33333333
Japan,JPN,2018,08,126864666.66666667
Japan,JPN,2018,09,126851250.0
Japan,JPN,2018,10,126837833.33333333
Japan,JPN,2018,11,126824416.66666667
Japan,JPN,2018,12,126811000.0
Japan,JPN,2019,02,126781333.33333333
Japan,JPN,2019,03,126766500.0
Japan,JPN,2019,04,126751666.66666667
Japan,JPN,2019,05,126736833.33333333
Japan,JPN,2019,06,126722000.0
Japan,JPN,2019,07,126707166.66666667
Japan,JPN,2019,08,126692333.33333333
Japan,JPN,2019,09,126677500.0
Japan,JPN,2019,10,126662666.66666667
Japan,JPN,2019,11,126647833.33333333
Japan,JPN,2019,12,126633000.0
Japan,JPN,2020,02,126571000.0
Japan,JPN,2020,03,126540000.0
Japan,JPN,2020,04,126509000.0
Japan,JPN,2020,05,126478000.0
Japan,JPN,2020,06,126447000.0
Japan,JPN,2020,07,126416000.0
Japan,JPN,2020,08,126385000.0
Japan,JPN,2020,09,126354000.0
Japan,JPN,2020,10,126323000.0
Japan,JPN,2020,11,126292000.0
Japan,JPN,2020,12,126261000.0
Japan,JPN,2021,02,126164432.16666667
Japan,JPN,2021,03,126116148.25
Japan,JPN,2021,04,126067864.33333333
Japan,JPN,2021,05,126019580.41666667
Japan,JPN,2021,06,125971296.5
Japan,JPN,2021,07,125923012.58333333
Japan,JPN,2021,08,125874728.66666667
Japan,JPN,2021,09,125826444.75
Japan,JPN,2021,10,125778160.83333333
Japan,JPN,2021,11,125729876.91666667
Japan,JPN,2021,12,125681593.0
Korea,KOR,2010,02,49348881.166666664
Korea,KOR,2010,03,49369404.25
Korea,KOR,2010,04,49389927.333333336
Korea,KOR,2010,05,49410450.416666664
Korea,KOR,2010,06,49430973.5
Korea,KOR,2010,07,49451496.583333336
Korea,KOR,2010,08,49472019.666666664
Korea,KOR,2010,09,49492542.75
Korea,KOR,2010,10,49513065.833333336
Korea,KOR,2010,11,49533588.916666664
Korea,KOR,2010,12,49554112.0
Korea,KOR,2011,02,49617866.333333336
Korea,KOR,2011,03,49649743.5
Korea,KOR,2011,04,49681620.666666664
Korea,KOR,2011,05,49713497.833333336
Korea,KOR,2011,06,49745375.0
Korea,KOR,2011,07,49777252.166666664
Korea,KOR,2011,08,49809129.333333336
Korea,KOR,2011,09,49841006.5
Korea,KOR,2011,10,49872883.666666664
Korea,KOR,2011,11,49904760.833333336
Korea,KOR,2011,12,49936638.0
Korea,KOR,2012,02,49980507.166666664
Korea,KOR,2012,03,50002441.75
Korea,KOR,2012,04,50024376.333333336
Korea,KOR,2012,05,50046310.916666664
Korea,KOR,2012,06,50068245.5
Korea,KOR,2012,07,50090180.083333336
Korea,KOR,2012,08,50112114.666666664
Korea,KOR,2012,09,50134049.25
Korea,KOR,2012,10,50155983.833333336
Korea,KOR,2012,11,50177918.416666664
Korea,KOR,2012,12,50199853.0
Korea,KOR,2013,02,50238026.333333336
Korea,KOR,2013,03,50257113.0
Korea,KOR,2013,04,50276199.666666664
Korea,KOR,2013,05,50295286.333333336
Korea,KOR,2013,06,50314373.0
Korea,KOR,2013,07,50333459.666666664
Korea,KOR,2013,08,50352546.333333336
Korea,KOR,2013,09,50371633.0
Korea,KOR,2013,10,50390719.666666664
Korea,KOR,2013,11,50409806.333333336
Korea,KOR,2013,12,50428893.0
Korea,KOR,2014,02,50481854.0
Korea,KOR,2014,03,50508334.5
Korea,KOR,2014,04,50534815.0
Korea,KOR,2014,05,50561295.5
Korea,KOR,2014,06,50587776.0
Korea,KOR,2014,07,50614256.5
Korea,KOR,2014,08,50640737.0
Korea,KOR,2014,09,50667217.5
Korea,KOR,2014,10,50693698.0
Korea,KOR,2014,11,50720178.5
Korea,KOR,2014,12,50746659.0
Korea,KOR,2015,02,50791373.666666664
Korea,KOR,2015,03,50813731.0
Korea,KOR,2015,04,50836088.333333336
Korea,KOR,2015,05,50858445.666666664
Korea,KOR,2015,06,50880803.0
Korea,KOR,2015,07,50903160.333333336
Korea,KOR,2015,08,50925517.666666664
Korea,KOR,2015,09,50947875.0
Korea,KOR,2015,10,50970232.333333336
Korea,KOR,2015,11,50992589.666666664
Korea,KOR,2015,12,51014947.0
Korea,KOR,2016,02,51048756.333333336
Korea,KOR,2016,03,51065661.0
Korea,KOR,2016,04,51082565.666666664
Korea,KOR,2016,05,51099470.333333336
Korea,KOR,2016,06,51116375.0
Korea,KOR,2016,07,51133279.666666664
Korea,KOR,2016,08,51150184.333333336
Korea,KOR,2016,09,51167089.0
Korea,KOR,2016,10,51183993.666666664
Korea,KOR,2016,11,51200898.333333336
Korea,KOR,2016,12,51217803.0
Korea,KOR,2017,02,51241821.0
Korea,KOR,2017,03,51253830.0
Korea,KOR,2017,04,51265839.0
Korea,KOR,2017,05,51277848.0
Korea,KOR,2017,06,51289857.0
Korea,KOR,2017,07,51301866.0
Korea,KOR,2017,08,51313875.0
Korea,KOR,2017,09,51325884.0
Korea,KOR,2017,10,51337893.0
Korea,KOR,2017,11,51349902.0
Korea,KOR,2017,12,51361911.0
Korea,KOR,2018,02,51399102.166666664
Korea,KOR,2018,03,51417697.75
Korea,KOR,2018,04,51436293.333333336
Korea,KOR,2018,05,51454888.916666664
Korea,KOR,2018,06,51473484.5
Korea,KOR,2018,07,51492080.083333336
Korea,KOR,2018,08,51510675.666666664
Korea,KOR,2018,09,51529271.25
Korea,KOR,2018,10,51547866.833333336
Korea,KOR,2018,11,51566462.416666664
Korea,KOR,2018,12,51585058.0
Korea,KOR,2019,02,51615018.666666664
Korea,KOR,2019,03,51629999.0
Korea,KOR,2019,04,51644979.333333336
Korea,KOR,2019,05,51659959.666666664
Korea,KOR,2019,06,51674940.0
Korea,KOR,2019,07,51689920.333333336
Korea,KOR,2019,08,51704900.666666664
Korea,KOR,2019,09,51719881.0
Korea,KOR,2019,10,51734861.333333336
Korea,KOR,2019,11,51749841.666666664
Korea,KOR,2019,12,51764822.0
Korea,KOR,2020,02,51776724.833333336
Korea,KOR,2020,03,51782676.25
Korea,KOR,2020,04,51788627.666666664
Korea,KOR,2020,05,51794579.083333336
Korea,KOR,2020,06,51800530.5
Korea,KOR,2020,07,51806481.916666664
Korea,KOR,2020,08,51812433.333333336
Korea,KOR,2020,09,51818384.75
Korea,KOR,2020,10,51824336.166666664
Korea,KOR,2020,11,51830287.583333336
Korea,KOR,2020,12,51836239.0
Korea,KOR,2021,02,51821011.833333336
Korea,KOR,2021,03,51813398.25
Korea,KOR,2021,04,51805784.666666664
Korea,KOR,2021,05,51798171.083333336
Korea,KOR,2021,06,51790557.5
Korea,KOR,2021,07,51782943.916666664
Korea,KOR,2021,08,51775330.333333336
Korea,KOR,2021,09,51767716.75
Korea,KOR,2021,10,51760103.166666664
Korea,KOR,2021,11,51752489.583333336
Korea,KOR,2021,12,51744876.0
Latvia,LVA,2010,02,2134316.6666666665
Latvia,LVA,2010,03,2130640.5
Latvia,LVA,2010,04,2126964.3333333335
Latvia,LVA,2010,05,2123288.1666666665
Latvia,LVA,2010,06,2119612.0
Latvia,LVA,2010,07,2115935.8333333335
Latvia,LVA,2010,08,2112259.6666666665
Latvia,LVA,2010,09,2108583.5
Latvia,LVA,2010,10,2104907.3333333335
Latvia,LVA,2010,11,2101231.1666666665
Latvia,LVA,2010,12,2097555.0
Latvia,LVA,2011,02,2091247.3333333333
Latvia,LVA,2011,03,2088093.5
Latvia,LVA,2011,04,2084939.6666666667
Latvia,LVA,2011,05,2081785.8333333333
Latvia,LVA,2011,06,2078632.0
Latvia,LVA,2011,07,2075478.1666666667
Latvia,LVA,2011,08,2072324.3333333333
Latvia,LVA,2011,09,2069170.5
Latvia,LVA,2011,10,2066016.6666666667
Latvia,LVA,2011,11,2062862.8333333333
Latvia,LVA,2011,12,2059709.0
Latvia,LVA,2012,02,2055477.3333333333
Latvia,LVA,2012,03,2053361.5
Latvia,LVA,2012,04,2051245.6666666667
Latvia,LVA,2012,05,2049129.8333333333
Latvia,LVA,2012,06,2047014.0
Latvia,LVA,2012,07,2044898.1666666667
Latvia,LVA,2012,08,2042782.3333333333
Latvia,LVA,2012,09,2040666.5
Latvia,LVA,2012,10,2038550.6666666667
Latvia,LVA,2012,11,2036434.8333333333
Latvia,LVA,2012,12,2034319.0
Latvia,LVA,2013,02,2030707.0
Latvia,LVA,2013,03,2028901.0
Latvia,LVA,2013,04,2027095.0
Latvia,LVA,2013,05,2025289.0
Latvia,LVA,2013,06,2023483.0
Latvia,LVA,2013,07,2021677.0
Latvia,LVA,2013,08,2019871.0
Latvia,LVA,2013,09,2018065.0
Latvia,LVA,2013,10,2016259.0
Latvia,LVA,2013,11,2014453.0
Latvia,LVA,2013,12,2012647.0
Latvia,LVA,2014,02,2009502.8333333333
Latvia,LVA,2014,03,2007930.75
Latvia,LVA,2014,04,2006358.6666666667
Latvia,LVA,2014,05,2004786.5833333333
Latvia,LVA,2014,06,2003214.5
Latvia,LVA,2014,07,2001642.4166666667
Latvia,LVA,2014,08,2000070.3333333333
Latvia,LVA,2014,09,1998498.25
Latvia,LVA,2014,10,1996926.1666666667
Latvia,LVA,2014,11,1995354.0833333333
Latvia,LVA,2014,12,1993782.0
Latvia,LVA,2015,02,1991072.8333333333
Latvia,LVA,2015,03,1989718.25
Latvia,LVA,2015,04,1988363.6666666667
Latvia,LVA,2015,05,1987009.0833333333
Latvia,LVA,2015,06,1985654.5
Latvia,LVA,2015,07,1984299.9166666667
Latvia,LVA,2015,08,1982945.3333333333
Latvia,LVA,2015,09,1981590.75
Latvia,LVA,2015,10,1980236.1666666667
Latvia,LVA,2015,11,1978881.5833333333
Latvia,LVA,2015,12,1977527.0
Latvia,LVA,2016,02,1974528.6666666667
Latvia,LVA,2016,03,1973029.5
Latvia,LVA,2016,04,1971530.3333333333
Latvia,LVA,2016,05,1970031.1666666667
Latvia,LVA,2016,06,1968532.0
Latvia,LVA,2016,07,1967032.8333333333
Latvia,LVA,2016,08,1965533.6666666667
Latvia,LVA,2016,09,1964034.5
Latvia,LVA,2016,10,1962535.3333333333
Latvia,LVA,2016,11,1961036.1666666667
Latvia,LVA,2016,12,1959537.0
Latvia,LVA,2017,02,1956655.5
Latvia,LVA,2017,03,1955214.75
Latvia,LVA,2017,04,1953774.0
Latvia,LVA,2017,05,1952333.25
Latvia,LVA,2017,06,1950892.5
Latvia,LVA,2017,07,1949451.75
Latvia,LVA,2017,08,1948011.0
Latvia,LVA,2017,09,1946570.25
Latvia,LVA,2017,10,1945129.5
Latvia,LVA,2017,11,1943688.75
Latvia,LVA,2017,12,1942248.0
Latvia,LVA,2018,02,1939735.6666666667
Latvia,LVA,2018,03,1938479.5
Latvia,LVA,2018,04,1937223.3333333333
Latvia,LVA,2018,05,1935967.1666666667
Latvia,LVA,2018,06,1934711.0
Latvia,LVA,2018,07,1933454.8333333333
Latvia,LVA,2018,08,1932198.6666666667
Latvia,LVA,2018,09,1930942.5
Latvia,LVA,2018,10,1929686.3333333333
Latvia,LVA,2018,11,1928430.1666666667
Latvia,LVA,2018,12,1927174.0
Latvia,LVA,2019,02,1924948.6666666667
Latvia,LVA,2019,03,1923836.0
Latvia,LVA,2019,04,1922723.3333333333
Latvia,LVA,2019,05,1921610.6666666667
Latvia,LVA,2019,06,1920498.0
Latvia,LVA,2019,07,1919385.3333333333
Latvia,LVA,2019,08,1918272.6666666667
Latvia,LVA,2019,09,1917160.0
Latvia,LVA,2019,10,1916047.3333333333
Latvia,LVA,2019,11,1914934.6666666667
Latvia,LVA,2019,12,1913822.0
Latvia,LVA,2020,02,1911593.1666666667
Latvia,LVA,2020,03,1910478.75
Latvia,LVA,2020,04,1909364.3333333333
Latvia,LVA,2020,05,1908249.9166666667
Latvia,LVA,2020,06,1907135.5
Latvia,LVA,2020,07,1906021.0833333333
Latvia,LVA,2020,08,1904906.6666666667
Latvia,LVA,2020,09,1903792.25
Latvia,LVA,2020,10,1902677.8333333333
Latvia,LVA,2020,11,1901563.4166666667
Latvia,LVA,2020,12,1900449.0
Latvia,LVA,2021,02,1897789.1666666667
Latvia,LVA,2021,03,1896459.25
Latvia,LVA,2021,04,1895129.3333333333
Latvia,LVA,2021,05,1893799.4166666667
Latvia,LVA,2021,06,1892469.5
Latvia,LVA,2021,07,1891139.5833333333
Latvia,LVA,2021,08,1889809.6666666667
Latvia,LVA,2021,09,1888479.75
Latvia,LVA,2021,10,1887149.8333333333
